"","width","gene_id","gene_name","gene_biotype","description","entrezid"
"37973",1382,"WBGene00044199","F57B1.8","pseudogene","NULL",NA
"37974",1832,"WBGene00006311","sun-1","protein_coding","Sun domain-containing protein 1  [Source:UniProtKB/Swiss-Prot;Acc:Q20924]",179802
"37975",1716,"WBGene00010187","F57B1.1","protein_coding","NULL",186434
"37976",1836,"WBGene00045488","F57B1.9","protein_coding","NULL",6418747
"37977",1086,"WBGene00000732","col-159","protein_coding","COLlagen  [Source:UniProtKB/TrEMBL;Acc:Q20922]",179803
"37978",149,"WBGene00196471","F57B1.10","ncRNA","NULL",NA
"37979",1211,"WBGene00000733","col-160","protein_coding","COLlagen  [Source:UniProtKB/TrEMBL;Acc:Q20921]",179804
"37980",1000,"WBGene00010188","F57B1.5","protein_coding","NULL",186435
"37981",3818,"WBGene00010189","F57B1.6","protein_coding","NULL",179805
"37982",141,"WBGene00197260","F57B1.12","ncRNA","NULL",NA
"37983",148,"WBGene00198019","F57B1.14","ncRNA","NULL",NA
"37984",176,"WBGene00198452","F57B1.15","ncRNA","NULL",NA
"37985",263,"WBGene00196477","F57B1.11","ncRNA","NULL",NA
"37986",221,"WBGene00201293","F57B1.16","ncRNA","NULL",NA
"37987",3322,"WBGene00007929","dmd-10","protein_coding","DM (Doublesex/MAB-3) Domain family  [Source:UniProtKB/TrEMBL;Acc:G5EEJ1]",183202
"37988",193,"WBGene00197640","F57B1.13","ncRNA","NULL",NA
"37989",125,"WBGene00198220","C34D1.10","ncRNA","NULL",NA
"37990",224,"WBGene00195658","C34D1.6","ncRNA","NULL",NA
"37991",140,"WBGene00198705","C34D1.11","ncRNA","NULL",NA
"37992",159,"WBGene00197943","C34D1.9","ncRNA","NULL",NA
"37993",141,"WBGene00197159","C34D1.8","ncRNA","NULL",NA
"37994",434,"WBGene00007930","dmd-11","protein_coding","DM (Doublesex/MAB-3) Domain family  [Source:UniProtKB/TrEMBL;Acc:Q18435]",183203
"37995",155,"WBGene00199995","C34D1.12","ncRNA","NULL",NA
"37996",206,"WBGene00201843","C34D1.14","ncRNA","NULL",NA
"37997",265,"WBGene00201056","C34D1.13","ncRNA","NULL",NA
"37998",194,"WBGene00196677","C34D1.7","ncRNA","NULL",NA
"37999",2946,"WBGene00003850","odr-3","protein_coding","Guanine nucleotide-binding protein alpha-17 subunit  [Source:UniProtKB/Swiss-Prot;Acc:Q18434]",179806
"38000",2215,"WBGene00007931","C34D1.4","protein_coding","NULL",179807
"38001",5275,"WBGene00007932","zip-5","protein_coding","BZIP transcription factor family  [Source:UniProtKB/TrEMBL;Acc:G5EBE5]",183204
"38002",22826,"WBGene00009337","uig-1","protein_coding","UNC-112-Interacting Guanine nucleotide exchange factor  [Source:UniProtKB/TrEMBL;Acc:H1UBJ0]",179808
"38003",610,"WBGene00194792","F32F2.2","antisense_RNA","NULL",NA
"38004",332,"WBGene00194771","F32F2.3","antisense_RNA","NULL",NA
"38005",102,"WBGene00235322","F32F2.4","protein_coding","NULL",24104522
"38006",149,"WBGene00198461","C26E1.7","ncRNA","NULL",NA
"38007",150,"WBGene00197126","C26E1.6","ncRNA","NULL",NA
"38008",124,"WBGene00196836","C26E1.5","ncRNA","NULL",NA
"38009",138,"WBGene00195551","C26E1.4","ncRNA","NULL",NA
"38010",531,"WBGene00007747","C26E1.1","protein_coding","NULL",182939
"38011",3134,"WBGene00007749","ceh-79","protein_coding","C. Elegans Homeobox  [Source:UniProtKB/TrEMBL;Acc:O02224]",179809
"38012",2134,"WBGene00007748","C26E1.2","protein_coding","NULL",182940
"38013",508,"WBGene00008217","C50B6.1","protein_coding","NULL",183632
"38014",2075,"WBGene00008218","nasp-2","protein_coding","NASP (Human Nuclear Autoantigenic Sperm Protein) homolog  [Source:UniProtKB/TrEMBL;Acc:O17687]",179810
"38015",2238,"WBGene00008219","C50B6.3","protein_coding","NULL",179811
"38016",984,"WBGene00000734","col-161","protein_coding","COLlagen  [Source:UniProtKB/TrEMBL;Acc:O17686]",179812
"38017",1617,"WBGene00005243","srh-18","protein_coding","Serpentine Receptor, class H  [Source:UniProtKB/TrEMBL;Acc:P91980]",183633
"38018",1372,"WBGene00005240","srh-15","protein_coding","Serpentine Receptor, class H  [Source:UniProtKB/TrEMBL;Acc:P91981]",183634
"38019",2611,"WBGene00008220","C50B6.7","protein_coding","Alpha-amylase  [Source:UniProtKB/TrEMBL;Acc:P91982]",179813
"38020",1296,"WBGene00014710","C50B6.13","pseudogene","NULL",NA
"38021",1104,"WBGene00006102","str-37","protein_coding","Seven TM Receptor  [Source:UniProtKB/TrEMBL;Acc:O17691]",183639
"38022",1827,"WBGene00003719","nhr-129","protein_coding","Nuclear Hormone Receptor family  [Source:UniProtKB/TrEMBL;Acc:A5JYV4]",183635
"38023",2755,"WBGene00008221","nhr-168","protein_coding","Nuclear Hormone Receptor family  [Source:UniProtKB/TrEMBL;Acc:P91983]",353455
"38024",1589,"WBGene00008222","C50B6.9","protein_coding","NULL",183636
"38025",1728,"WBGene00006072","str-4","protein_coding","Seven TM Receptor  [Source:UniProtKB/TrEMBL;Acc:P91984]",183637
"38026",2801,"WBGene00008223","lgc-48","protein_coding","Ligand-Gated ion Channel  [Source:UniProtKB/TrEMBL;Acc:P91985]",183638
"38027",141,"WBGene00201619","C50B6.15","ncRNA","NULL",NA
"38028",9824,"WBGene00006693","twk-43","protein_coding","TWiK family of potassium channels  [Source:UniProtKB/TrEMBL;Acc:K8FDZ5]",3565024
"38029",136,"WBGene00202128","F32H5.8","ncRNA","NULL",NA
"38030",1979,"WBGene00009347","F32H5.1","protein_coding","NULL",179815
"38031",691,"WBGene00009349","F32H5.3","protein_coding","NULL",179816
"38032",2155,"WBGene00009350","F32H5.4","protein_coding","NULL",185216
"38033",1014,"WBGene00005203","srg-46","protein_coding","Serpentine receptor class gamma-46  [Source:UniProtKB/Swiss-Prot;Acc:P91994]",185217
"38034",2739,"WBGene00006016","srx-125","protein_coding","Serpentine Receptor, class X  [Source:UniProtKB/TrEMBL;Acc:G5ECS6]",185218
"38035",10180,"WBGene00010867","tag-260","protein_coding","NULL",179817
"38036",1889,"WBGene00000789","cpz-2","protein_coding","CathePsin Z  [Source:UniProtKB/TrEMBL;Acc:P92005]",179818
"38037",2880,"WBGene00001554","gcy-34","protein_coding","Soluble guanylate cyclase gcy-34  [Source:UniProtKB/Swiss-Prot;Acc:P92006]",191656
"38038",5329,"WBGene00010868","somi-1","protein_coding","Suppressor of Overexpressed MIcro-RNA  [Source:UniProtKB/TrEMBL;Acc:Q8I4H1]",179819
"38039",1984,"WBGene00009979","cutl-1","protein_coding","CUTiclin-Like  [Source:UniProtKB/TrEMBL;Acc:Q9XVM7]",186168
"38040",21,"WBGene00166424","21ur-14700","piRNA","NULL",NA
"38041",1450,"WBGene00009980","F53F1.2","protein_coding","NULL",179821
"38042",708,"WBGene00206489","F53F1.14","antisense_RNA","NULL",NA
"38043",1591,"WBGene00009981","F53F1.3","protein_coding","NULL",186169
"38044",641,"WBGene00009982","F53F1.4","protein_coding","NULL",179822
"38045",21,"WBGene00166747","21ur-13302","piRNA","NULL",NA
"38046",1220,"WBGene00009983","cut-2","protein_coding","Cuticlin-2  [Source:UniProtKB/Swiss-Prot;Acc:P34682]",179823
"38047",1502,"WBGene00009984","F53F1.6","protein_coding","NULL",186170
"38048",1524,"WBGene00005719","srv-8","protein_coding","Serpentine Receptor, class V  [Source:UniProtKB/TrEMBL;Acc:P91999]",186171
"38049",2008,"WBGene00005720","srv-9","protein_coding","Serpentine Receptor, class V  [Source:UniProtKB/TrEMBL;Acc:P92000]",186172
"38050",1359,"WBGene00005721","srv-10","protein_coding","Serpentine Receptor, class V  [Source:UniProtKB/TrEMBL;Acc:Q9XVM5]",186173
"38051",1311,"WBGene00005096","srd-18","protein_coding","Serpentine receptor class delta-18  [Source:UniProtKB/Swiss-Prot;Acc:P92001]",191807
"38052",1154,"WBGene00005097","srd-19","protein_coding","Serpentine receptor class delta-19  [Source:UniProtKB/Swiss-Prot;Acc:P92002]",191808
"38053",188,"WBGene00077567","Y2H9A.5","pseudogene","NULL",NA
"38054",2064,"WBGene00005095","srd-17","protein_coding","Serpentine Receptor, class D (Delta)  [Source:UniProtKB/TrEMBL;Acc:Q9U2P4]",191806
"38055",4496,"WBGene00003222","mes-4","protein_coding","Histone-lysine N-methyltransferase mes-4  [Source:UniProtKB/Swiss-Prot;Acc:Q9NH52]",179824
"38056",1436,"WBGene00000735","col-162","protein_coding","COLlagen  [Source:UniProtKB/TrEMBL;Acc:Q9U2P5]",179825
"38057",1221,"WBGene00086568","Y2H9A.6","protein_coding","NULL",7040172
"38058",3071,"WBGene00012381","Y2H9A.4","protein_coding","NULL",189352
"38059",1772,"WBGene00014744","F25H9.9","pseudogene","NULL",NA
"38060",1814,"WBGene00009134","lurp-2","protein_coding","LU (Ly6 Urokinase plasminogen) domain Receptor-related Protein  [Source:UniProtKB/TrEMBL;Acc:P91987]",184941
"38061",1759,"WBGene00009136","lurp-3","protein_coding","LU (Ly6 Urokinase plasminogen) domain Receptor-related Protein  [Source:UniProtKB/TrEMBL;Acc:P91986]",184942
"38062",1422,"WBGene00009135","F25H9.2","protein_coding","NULL",179826
"38063",2279,"WBGene00009137","bath-39","protein_coding","BTB and MATH domain-containing protein 39  [Source:UniProtKB/Swiss-Prot;Acc:P90846]",179827
"38064",4004,"WBGene00001496","frm-10","protein_coding","FERM domain (Protein4.1-ezrin-radixin-moesin) family  [Source:UniProtKB/TrEMBL;Acc:O02254]",179828
"38065",1438,"WBGene00009138","F25H9.6","protein_coding","NULL",179829
"38066",712,"WBGene00009139","F25H9.7","protein_coding","NULL",179830
"38067",4614,"WBGene00011692","T10G3.1","protein_coding","NULL",188388
"38068",2155,"WBGene00045340","T10G3.8","protein_coding","NULL",6418772
"38069",2475,"WBGene00011693","T10G3.2","protein_coding","NULL",188389
"38070",2361,"WBGene00011695","T10G3.4","protein_coding","NULL",188390
"38071",2601,"WBGene00011694","T10G3.3","protein_coding","NULL",179831
"38072",6305,"WBGene00011696","eea-1","protein_coding","EEA1 (Early Endosome Antigen, Rab effector) homolog  [Source:UniProtKB/TrEMBL;Acc:Q5FC45]",179832
"38073",1130,"WBGene00001808","gut-2","protein_coding","U6 snRNA-associated Sm-like protein LSm2  [Source:UniProtKB/TrEMBL;Acc:E1B6V1]",179833
"38074",12933,"WBGene00000233","avr-15","protein_coding","NULL",179834
"38075",165,"WBGene00050968","R11G10.4","protein_coding","NULL",6418760
"38076",72,"WBGene00014491","R11G10.t2","tRNA","NULL",NA
"38077",72,"WBGene00014490","R11G10.t1","tRNA","NULL",NA
"38078",3311,"WBGene00011249","R11G10.2","protein_coding","Putative selenium-binding protein  [Source:UniProtKB/Swiss-Prot;Acc:Q21950]",187819
"38079",6129,"WBGene00044045","R11G10.3","protein_coding","NULL",3565274
"38080",932,"WBGene00044800","C56A3.9","pseudogene","NULL",NA
"38081",1264,"WBGene00077568","C56A3.10","pseudogene","NULL",NA
"38082",1183,"WBGene00008341","ttr-44","protein_coding","TransThyretin-Related family domain  [Source:UniProtKB/TrEMBL;Acc:Q18878]",179835
"38083",4363,"WBGene00008342","frpr-5","protein_coding","FMRFamide Peptide Receptor family  [Source:UniProtKB/TrEMBL;Acc:E3W742]",183856
"38084",21,"WBGene00167473","21ur-12534","piRNA","NULL",NA
"38085",1291,"WBGene00008343","C56A3.4","protein_coding","NULL",179836
"38086",1463,"WBGene00008344","C56A3.5","protein_coding","NULL",183857
"38087",3035,"WBGene00008345","C56A3.6","protein_coding","NULL",179837
"38088",2819,"WBGene00000302","cav-2","protein_coding","Caveolin-2  [Source:UniProtKB/Swiss-Prot;Acc:Q18879]",179838
"38089",1715,"WBGene00008346","C56A3.8","protein_coding","NULL",179839
"38090",1809,"WBGene00001726","grl-17","protein_coding","GRound-Like (Grd related)  [Source:UniProtKB/TrEMBL;Acc:Q18880]",183855
"38091",194,"WBGene00201409","C56A3.14","ncRNA","NULL",NA
"38092",175,"WBGene00199125","C56A3.12","ncRNA","NULL",NA
"38093",90,"WBGene00199375","C56A3.13","ncRNA","NULL",NA
"38094",1106,"WBGene00008224","slrp-1","protein_coding","Sra (SRA) stem-Loop interacting Rna (RNA) binding Protein homolog  [Source:UniProtKB/TrEMBL;Acc:Q18724]",179840
"38095",1727,"WBGene00008225","nuaf-1","protein_coding","Probable complex I intermediate-associated protein 30, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:Q18726]",183640
"38096",1181,"WBGene00000250","bir-2","protein_coding","Baculoviral IAP repeat-containing protein bir-2  [Source:UniProtKB/Swiss-Prot;Acc:G5ECJ5]",179841
"38097",1387,"WBGene00008226","C50B8.4","protein_coding","NULL",179842
"38098",136,"WBGene00202297","C50B8.8","ncRNA","NULL",NA
"38099",198,"WBGene00200890","C50B8.7","ncRNA","NULL",NA
"38100",1836,"WBGene00008228","C50B8.6","protein_coding","NULL",3565404
"38101",3651,"WBGene00008227","C50B8.5","protein_coding","NULL",179843
"38102",467,"WBGene00009985","F53F4.1","protein_coding","NULL",186174
"38103",274,"WBGene00045195","F53F4.17","protein_coding","NULL",4926995
"38104",974,"WBGene00009986","F53F4.2","protein_coding","NULL",186175
"38105",225,"WBGene00198303","F53F4.23","ncRNA","NULL",NA
"38106",683,"WBGene00077569","F53F4.18","protein_coding","NULL",6418744
"38107",1060,"WBGene00009987","tbcb-1","protein_coding","Tubulin-specific chaperone B  [Source:UniProtKB/Swiss-Prot;Acc:Q20728]",186176
"38108",4887,"WBGene00009988","F53F4.4","protein_coding","NULL",186177
"38109",2652,"WBGene00004328","rdy-2","protein_coding","NULL",186178
"38110",225,"WBGene00196615","F53F4.21","ncRNA","NULL",NA
"38111",21,"WBGene00167566","21ur-15270","piRNA","NULL",NA
"38112",3426,"WBGene00001479","fmo-4","protein_coding","Dimethylaniline monooxygenase [N-oxide-forming]  [Source:UniProtKB/TrEMBL;Acc:G5EDG8]",179845
"38113",215,"WBGene00197856","F53F4.22","ncRNA","NULL",NA
"38114",216,"WBGene00198685","F53F4.24","ncRNA","NULL",NA
"38115",552,"WBGene00009995","F53F4.13","protein_coding","NULL",179846
"38116",1541,"WBGene00009990","F53F4.7","protein_coding","NULL",179847
"38117",3488,"WBGene00009991","F53F4.8","pseudogene","NULL",NA
"38118",21,"WBGene00173721","21ur-12236","piRNA","NULL",NA
"38119",1836,"WBGene00005089","srd-11","protein_coding","Serpentine Receptor, class D (Delta)  [Source:UniProtKB/TrEMBL;Acc:K8F7R4]",191801
"38120",484,"WBGene00009997","F53F4.15","protein_coding","NULL",3565738
"38121",450,"WBGene00023419","F53F4.16","protein_coding","NULL",259656
"38122",2419,"WBGene00009993","F53F4.11","protein_coding","NULL",179849
"38123",943,"WBGene00009992","F53F4.10","protein_coding","Probable NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:Q20719]",179850
"38124",185,"WBGene00219552","F53F4.25","antisense_RNA","NULL",NA
"38125",1452,"WBGene00009994","F53F4.12","protein_coding","NULL",179851
"38126",2259,"WBGene00009996","F53F4.14","protein_coding","NULL",179852
"38127",4423,"WBGene00010426","H37A05.2","protein_coding","NULL",186806
"38128",70,"WBGene00199075","H37A05.5","ncRNA","NULL",NA
"38129",1514,"WBGene00044200","H37A05.4","protein_coding","LOW QUALITY PROTEIN: Uncharacterized protein CELE_H37A05.4  [Source:RefSeq peptide;Acc:NP_001024017]",3564949
"38130",3868,"WBGene00010425","lpin-1","protein_coding","LiPIN (Mammalian lipodystrophy associated) homolog  [Source:UniProtKB/TrEMBL;Acc:Q9XXT5]",179853
"38131",157,"WBGene00199866","H37A05.6","ncRNA","NULL",NA
"38132",2973,"WBGene00010279","letm-1","protein_coding","LETM1 (Leucine zipper, EF-hand, TransMembrane mitochondrial protein) homolog  [Source:UniProtKB/TrEMBL;Acc:Q9XVL7]",179854
"38133",3896,"WBGene00010280","rde-12","protein_coding","DEAD-box ATP-dependent RNA helicase rde-12  [Source:UniProtKB/Swiss-Prot;Acc:P90897]",179855
"38134",2606,"WBGene00010281","F58G11.3","protein_coding","NULL",179856
"38135",3428,"WBGene00010282","F58G11.4","protein_coding","NULL",186546
"38136",2611,"WBGene00006442","tag-65","protein_coding","SR-related CTD associated factor 6  [Source:UniProtKB/TrEMBL;Acc:G5ED97]",179857
"38137",2665,"WBGene00010283","ccz-1","protein_coding","NULL",186547
"38138",150,"WBGene00198624","F58G11.9","ncRNA","NULL",NA
"38139",135,"WBGene00197840","F58G11.8","ncRNA","NULL",NA
"38140",139,"WBGene00199746","F58G11.11","ncRNA","NULL",NA
"38141",146,"WBGene00196775","F58G11.7","ncRNA","NULL",NA
"38142",225,"WBGene00199499","F58G11.10","ncRNA","NULL",NA
"38143",13439,"WBGene00011326","T01D3.1","protein_coding","NULL",179859
"38144",54,"WBGene00198231","T01D3.9","ncRNA","NULL",NA
"38145",6157,"WBGene00011328","T01D3.3","protein_coding","NULL",179861
"38146",1386,"WBGene00011327","hlh-34","protein_coding","Helix-loop-helix 34  [Source:UniProtKB/Swiss-Prot;Acc:P90953]",179860
"38147",21,"WBGene00169817","21ur-13168","piRNA","NULL",NA
"38148",1660,"WBGene00005987","srx-96","protein_coding","Serpentine Receptor, class X  [Source:UniProtKB/TrEMBL;Acc:P90954]",187951
"38149",3771,"WBGene00011329","zipt-9","protein_coding","Zrt (ZRT), Irt-(IRT-) like Protein Transporter  [Source:UniProtKB/TrEMBL;Acc:Q9XVJ5]",179862
"38150",3579,"WBGene00011330","T01D3.6","protein_coding","NULL",179863
"38151",948,"WBGene00009425","scl-16","pseudogene","NULL",NA
"38152",2628,"WBGene00009426","F35E12.2","protein_coding","NULL",185304
"38153",141,"WBGene00200981","F35E12.12","ncRNA","NULL",NA
"38154",94,"WBGene00044972","F35E12.11","ncRNA","NULL",NA
"38155",1110,"WBGene00009427","fbxa-181","protein_coding","F-box A protein  [Source:UniProtKB/TrEMBL;Acc:O02356]",185305
"38156",3014,"WBGene00009431","dct-17","protein_coding","DAF-16/FOXO Controlled, germline Tumor affecting  [Source:UniProtKB/TrEMBL;Acc:Q52GY1]",179865
"38157",1882,"WBGene00009428","F35E12.4","pseudogene","NULL",NA
"38158",115,"WBGene00235181","F35E12.13","ncRNA","NULL",NA
"38159",2130,"WBGene00009430","F35E12.6","protein_coding","NULL",179866
"38160",1468,"WBGene00009429","irg-5","protein_coding","Infection Response protein  [Source:UniProtKB/TrEMBL;Acc:O02357]",185307
"38161",3807,"WBGene00009433","F35E12.9","protein_coding","NULL",179867
"38162",3063,"WBGene00009434","F35E12.10","protein_coding","NULL",179868
"38163",2792,"WBGene00009432","cld-9","protein_coding","Cub (CUB) Like Domain containing protein  [Source:UniProtKB/TrEMBL;Acc:G5EFQ6]",179869
"38164",1314,"WBGene00008985","F20G2.1","protein_coding","NULL",184742
"38165",320,"WBGene00195065","F20G2.9","antisense_RNA","NULL",NA
"38166",558,"WBGene00219584","linc-162","lincRNA","NULL",NA
"38167",1399,"WBGene00008986","F20G2.2","protein_coding","NULL",184743
"38168",1856,"WBGene00044920","F20G2.7","pseudogene","NULL",NA
"38169",2904,"WBGene00008989","F20G2.6","protein_coding","NULL",259657
"38170",2627,"WBGene00008987","F20G2.3","protein_coding","NULL",179870
"38171",21,"WBGene00172384","21ur-14637","piRNA","NULL",NA
"38172",1611,"WBGene00003543","nas-24","protein_coding","Zinc metalloproteinase nas-24  [Source:UniProtKB/Swiss-Prot;Acc:Q93542]",184744
"38173",2188,"WBGene00008988","F20G2.5","protein_coding","NULL",184745
"38174",2017,"WBGene00009971","F53C11.1","protein_coding","NULL",179871
"38175",578,"WBGene00044921","F53C11.9","protein_coding","NULL",4927055
"38176",2993,"WBGene00009972","oac-33","pseudogene","NULL",NA
"38177",1704,"WBGene00009973","F53C11.3","protein_coding","Uncharacterized oxidoreductase F53C11.3  [Source:UniProtKB/Swiss-Prot;Acc:Q93761]",179872
"38178",3618,"WBGene00009974","F53C11.4","protein_coding","NULL",179873
"38179",8719,"WBGene00009975","F53C11.5","protein_coding","NULL",179874
"38180",3937,"WBGene00006684","twk-32","protein_coding","TWiK family of potassium channels  [Source:UniProtKB/TrEMBL;Acc:Q93764]",192075
"38181",3307,"WBGene00009976","swan-2","protein_coding","Seven WD repeats, AN11 family  [Source:UniProtKB/TrEMBL;Acc:Q93759]",179875
"38182",2843,"WBGene00009977","swan-1","protein_coding","Seven WD repeats, AN11 family  [Source:UniProtKB/TrEMBL;Acc:Q93758]",179876
"38183",210,"WBGene00199811","F55B12.15","ncRNA","NULL",NA
"38184",182,"WBGene00195398","F55B12.12","ncRNA","NULL",NA
"38185",217,"WBGene00195941","F55B12.13","ncRNA","NULL",NA
"38186",1964,"WBGene00000447","ceh-24","protein_coding","Homeobox protein ceh-24  [Source:UniProtKB/Swiss-Prot;Acc:Q9NLC2]",179877
"38187",1604,"WBGene00010088","F55B12.2","protein_coding","NULL",186281
"38188",4849,"WBGene00004767","sel-10","protein_coding","F-box/WD repeat-containing protein sel-10  [Source:UniProtKB/Swiss-Prot;Acc:Q93794]",179878
"38189",2171,"WBGene00010089","hpo-31","protein_coding","NULL",3565786
"38190",1439,"WBGene00077570","F55B12.11","pseudogene","NULL",NA
"38191",157,"WBGene00198506","F55B12.14","ncRNA","NULL",NA
"38192",2833,"WBGene00003812","nrf-5","protein_coding","Nose resistant to fluoxetine protein 5  [Source:UniProtKB/Swiss-Prot;Acc:Q93796]",179879
"38193",1793,"WBGene00006210","str-165","protein_coding","Seven TM Receptor  [Source:UniProtKB/TrEMBL;Acc:Q93797]",186282
